#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
../data/raw/genomes/GCF_022468565.1_ASM2246856v1_genomic.fna.gz	NZ_CP091350.1	3311693	3312494	-	(AGly)aadA1-pm	30-831/831	===============	0/0	96.51	99.88	argannot	JQ690540:7968-8798	(AGly)aadA1-pm	
../data/raw/genomes/GCF_022468565.1_ASM2246856v1_genomic.fna.gz	NZ_CP091350.1	3314066	3314599	-	(AGly)aac3-I	1-534/534	===============	0/0	100.00	99.06	argannot	X15852:1250-1783	(AGly)aac3-I	
../data/raw/genomes/GCF_022468565.1_ASM2246856v1_genomic.fna.gz	NZ_CP091350.1	3440187	3441452	-	(Bla)BlaA2	6-1274/1275	========/======	1/3	99.29	96.38	argannot	NC_010410:2507740-2509014	(Bla)BlaA2	
../data/raw/genomes/GCF_022468565.1_ASM2246856v1_genomic.fna.gz	NZ_CP091350.1	3762797	3763621	-	(Bla)blaOXA-66	1-825/825	===============	0/0	100.00	100.00	argannot	EF051061:485-1309	(Bla)blaOXA-66	
../data/raw/genomes/GCF_022468755.1_ASM2246875v1_genomic.fna.gz	NZ_CP091352.1	432652	433455	+	(AGly)strA	1-804/804	===============	0/0	100.00	100.00	argannot	AB366441:22458-23261	(AGly)strA	
../data/raw/genomes/GCF_022468755.1_ASM2246875v1_genomic.fna.gz	NZ_CP091352.1	433455	434291	+	(AGly)strB	1-837/837	===============	0/0	100.00	100.00	argannot	FJ474091:264-1100	(AGly)strB	
../data/raw/genomes/GCF_022468755.1_ASM2246875v1_genomic.fna.gz	NZ_CP091352.1	437664	438863	+	(Tet)tetB	1-1200/1206	===============	0/0	99.50	99.75	argannot	AB089594:1-1206	(Tet)tetB	
../data/raw/genomes/GCF_022468755.1_ASM2246875v1_genomic.fna.gz	NZ_CP091352.1	442314	443135	+	(Bla)blaOXA-23	1-822/822	===============	0/0	100.00	100.00	argannot	EF120622:1499-2320	(Bla)blaOXA-23	
../data/raw/genomes/GCF_022468755.1_ASM2246875v1_genomic.fna.gz	NZ_CP091352.1	525675	526463	-	(AGly)ant(3'')-IIa	1-789/789	===============	0/0	100.00	97.97	argannot	NG_054648:101-889	(AGly)ant(3'')-IIa	
../data/raw/genomes/GCF_022468755.1_ASM2246875v1_genomic.fna.gz	NZ_CP091352.1	1532443	1533405	+	(Bla)Zn-dependent_hydrolase	1-963/963	===============	0/0	100.00	98.75	argannot	NC_010410:882015-882977	(Bla)Zn-dependent_hydrolase	
../data/raw/genomes/GCF_022468755.1_ASM2246875v1_genomic.fna.gz	NZ_CP091352.1	1836315	1837466	-	(Bla)blaADC-73	1-1152/1152	===============	0/0	100.00	100.00	argannot	KP881233:1-1152	(Bla)blaADC-73	
../data/raw/genomes/GCF_022468755.1_ASM2246875v1_genomic.fna.gz	NZ_CP091352.1	2013538	2014311	+	(AGly)armA	1-774/774	===============	0/0	100.00	100.00	argannot	AY220558:1978-2751	(AGly)armA	
../data/raw/genomes/GCF_022468755.1_ASM2246875v1_genomic.fna.gz	NZ_CP091352.1	2462633	2463650	-	(Bla)BlaA1	1-1018/1020	===============	0/0	99.80	91.94	argannot	NC_010410:1803480-1804499	(Bla)BlaA1	
../data/raw/genomes/GCF_022468755.1_ASM2246875v1_genomic.fna.gz	NZ_CP091352.1	2660320	2661015	-	(Bla)Mbl	1-696/696	===============	0/0	100.00	98.56	argannot	NC_010410:c1997136-1996441	(Bla)Mbl	
../data/raw/genomes/GCF_022468755.1_ASM2246875v1_genomic.fna.gz	NZ_CP091352.1	2847650	2848474	+	(Bla)blaOXA-66	1-825/825	===============	0/0	100.00	100.00	argannot	EF051061:485-1309	(Bla)blaOXA-66	
../data/raw/genomes/GCF_022468755.1_ASM2246875v1_genomic.fna.gz	NZ_CP091352.1	3164081	3165346	+	(Bla)BlaA2	6-1274/1275	========/======	1/3	99.29	96.38	argannot	NC_010410:2507740-2509014	(Bla)BlaA2	
../data/raw/genomes/GCF_022468755.1_ASM2246875v1_genomic.fna.gz	NZ_CP091352.1	3282865	3283680	+	(AGly)aph(3'')-Ia	1-816/816	===============	0/0	100.00	100.00	argannot	FJ172370:38668-39483	(AGly)aph(3'')-Ia	
../data/raw/genomes/GCF_022468755.1_ASM2246875v1_genomic.fna.gz	NZ_CP091352.1	3289279	3290139	-	(Bla)blaTEM-1D	1-861/861	===============	0/0	100.00	100.00	argannot	AF188200:215-1075	(Bla)blaTEM-1D	
../data/raw/genomes/GCF_022468795.1_ASM2246879v1_genomic.fna.gz	NZ_CP091353.1	856305	857106	-	(AGly)aadA1-pm	30-831/831	===============	0/0	96.51	99.88	argannot	JQ690540:7968-8798	(AGly)aadA1-pm	
../data/raw/genomes/GCF_022468795.1_ASM2246879v1_genomic.fna.gz	NZ_CP091353.1	858140	858673	-	(AGly)aac3-I	1-534/534	===============	0/0	100.00	99.06	argannot	X15852:1250-1783	(AGly)aac3-I	
../data/raw/genomes/GCF_022468795.1_ASM2246879v1_genomic.fna.gz	NZ_CP091353.1	978739	980004	-	(Bla)BlaA2	6-1274/1275	========/======	1/3	99.29	96.38	argannot	NC_010410:2507740-2509014	(Bla)BlaA2	
../data/raw/genomes/GCF_022468795.1_ASM2246879v1_genomic.fna.gz	NZ_CP091353.1	1091885	1092418	+	(AGly)aadB	1-534/534	===============	0/0	100.00	100.00	argannot	JQ690540:4275-4808	(AGly)aadB	
../data/raw/genomes/GCF_022468795.1_ASM2246879v1_genomic.fna.gz	NZ_CP091353.1	1092488	1093267	+	(AGly)aadA2	1-780/780	===============	0/0	100.00	99.87	argannot	X68227:66-945	(AGly)aadA2	
../data/raw/genomes/GCF_022468795.1_ASM2246879v1_genomic.fna.gz	NZ_CP091353.1	1093772	1094611	+	(Sul)sul1	1-840/840	===============	0/0	100.00	100.00	argannot	AF071413:6700-7539	(Sul)sul1	
../data/raw/genomes/GCF_022468795.1_ASM2246879v1_genomic.fna.gz	NZ_CP091353.1	1434175	1435192	-	(Bla)BlaA1	1-1018/1020	===============	0/0	99.80	91.94	argannot	NC_010410:1803480-1804499	(Bla)BlaA1	
../data/raw/genomes/GCF_022468795.1_ASM2246879v1_genomic.fna.gz	NZ_CP091353.1	1639449	1640144	-	(Bla)Mbl	1-696/696	===============	0/0	100.00	98.56	argannot	NC_010410:c1997136-1996441	(Bla)Mbl	
../data/raw/genomes/GCF_022468795.1_ASM2246879v1_genomic.fna.gz	NZ_CP091353.1	1865282	1866106	+	(Bla)blaOXA-82	1-825/825	===============	0/0	100.00	100.00	argannot	GQ352402:8775-9599	(Bla)blaOXA-82	
../data/raw/genomes/GCF_022468795.1_ASM2246879v1_genomic.fna.gz	NZ_CP091353.1	2335630	2336784	+	(Bla)blaADC-25	1-1152/1152	========/======	1/3	100.00	99.65	argannot	EF016355:1-1152	(Bla)blaADC-25	
../data/raw/genomes/GCF_022468795.1_ASM2246879v1_genomic.fna.gz	NZ_CP091353.1	2643403	2644365	-	(Bla)Zn-dependent_hydrolase	1-963/963	===============	0/0	100.00	98.86	argannot	NC_010410:882015-882977	(Bla)Zn-dependent_hydrolase	
../data/raw/genomes/GCF_022468795.1_ASM2246879v1_genomic.fna.gz	NZ_CP091353.1	3545711	3546532	+	(Bla)blaOXA-23	1-822/822	===============	0/0	100.00	100.00	argannot	EF120622:1499-2320	(Bla)blaOXA-23	
../data/raw/genomes/GCF_022468795.1_ASM2246879v1_genomic.fna.gz	NZ_CP091353.1	3773730	3774551	-	(Bla)blaOXA-23	1-822/822	===============	0/0	100.00	100.00	argannot	EF120622:1499-2320	(Bla)blaOXA-23	
../data/raw/genomes/GCF_022469075.1_ASM2246907v1_genomic.fna.gz	NZ_CP091357.1	12385	13157	+	(AGly)armA	1-774/774	========/======	1/1	99.87	99.87	argannot	AY220558:1978-2751	(AGly)armA	
../data/raw/genomes/GCF_022469075.1_ASM2246907v1_genomic.fna.gz	NZ_CP091357.1	15454	16929	+	(MLS)msr(E)	1-1476/1476	===============	0/0	100.00	100.00	argannot	JF769133:7246-8721	(MLS)msr(E)	
../data/raw/genomes/GCF_022469075.1_ASM2246907v1_genomic.fna.gz	NZ_CP091357.1	16985	17869	+	(MLS)mph(E)	1-885/885	===============	0/0	100.00	99.89	argannot	JF769133:8777-9661	(MLS)mph(E)	
../data/raw/genomes/GCF_022469075.1_ASM2246907v1_genomic.fna.gz	NZ_CP091357.1	35230	36003	+	(AGly)armA	1-774/774	===============	0/0	100.00	100.00	argannot	AY220558:1978-2751	(AGly)armA	
../data/raw/genomes/GCF_022469075.1_ASM2246907v1_genomic.fna.gz	NZ_CP091357.1	38302	39777	+	(MLS)msr(E)	1-1476/1476	===============	0/0	100.00	100.00	argannot	JF769133:7246-8721	(MLS)msr(E)	
../data/raw/genomes/GCF_022469075.1_ASM2246907v1_genomic.fna.gz	NZ_CP091357.1	39833	40717	+	(MLS)mph(E)	1-885/885	===============	0/0	100.00	99.89	argannot	JF769133:8777-9661	(MLS)mph(E)	
../data/raw/genomes/GCF_022469075.1_ASM2246907v1_genomic.fna.gz	NZ_CP091357.1	498970	499987	-	(Bla)BlaA1	1-1018/1020	===============	0/0	99.80	91.94	argannot	NC_010410:1803480-1804499	(Bla)BlaA1	
../data/raw/genomes/GCF_022469075.1_ASM2246907v1_genomic.fna.gz	NZ_CP091357.1	696658	697353	-	(Bla)Mbl	1-696/696	===============	0/0	100.00	98.56	argannot	NC_010410:c1997136-1996441	(Bla)Mbl	
../data/raw/genomes/GCF_022469075.1_ASM2246907v1_genomic.fna.gz	NZ_CP091357.1	882806	883630	+	(Bla)blaOXA-66	1-825/825	===============	0/0	100.00	100.00	argannot	EF051061:485-1309	(Bla)blaOXA-66	
../data/raw/genomes/GCF_022469075.1_ASM2246907v1_genomic.fna.gz	NZ_CP091357.1	1198862	1200127	+	(Bla)BlaA2	6-1274/1275	========/======	1/3	99.29	96.38	argannot	NC_010410:2507740-2509014	(Bla)BlaA2	
../data/raw/genomes/GCF_022469075.1_ASM2246907v1_genomic.fna.gz	NZ_CP091357.1	1317647	1318462	+	(AGly)aph(3'')-Ia	1-816/816	===============	0/0	100.00	100.00	argannot	FJ172370:38668-39483	(AGly)aph(3'')-Ia	
../data/raw/genomes/GCF_022469075.1_ASM2246907v1_genomic.fna.gz	NZ_CP091357.1	1324061	1324921	-	(Bla)blaTEM-1D	1-861/861	===============	0/0	100.00	100.00	argannot	AF188200:215-1075	(Bla)blaTEM-1D	
../data/raw/genomes/GCF_022469075.1_ASM2246907v1_genomic.fna.gz	NZ_CP091357.1	2372881	2373684	+	(AGly)strA	1-804/804	===============	0/0	100.00	100.00	argannot	AB366441:22458-23261	(AGly)strA	
../data/raw/genomes/GCF_022469075.1_ASM2246907v1_genomic.fna.gz	NZ_CP091357.1	2373684	2374520	+	(AGly)strB	1-837/837	===============	0/0	100.00	100.00	argannot	FJ474091:264-1100	(AGly)strB	
../data/raw/genomes/GCF_022469075.1_ASM2246907v1_genomic.fna.gz	NZ_CP091357.1	2377893	2379092	+	(Tet)tetB	1-1200/1206	===============	0/0	99.50	99.75	argannot	AB089594:1-1206	(Tet)tetB	
../data/raw/genomes/GCF_022469075.1_ASM2246907v1_genomic.fna.gz	NZ_CP091357.1	2382543	2383364	+	(Bla)blaOXA-23	1-822/822	===============	0/0	100.00	100.00	argannot	EF120622:1499-2320	(Bla)blaOXA-23	
../data/raw/genomes/GCF_022469075.1_ASM2246907v1_genomic.fna.gz	NZ_CP091357.1	2467093	2467881	-	(AGly)ant(3'')-IIa	1-789/789	===============	0/0	100.00	97.97	argannot	NG_054648:101-889	(AGly)ant(3'')-IIa	
../data/raw/genomes/GCF_022469075.1_ASM2246907v1_genomic.fna.gz	NZ_CP091357.1	3475490	3476452	+	(Bla)Zn-dependent_hydrolase	1-963/963	===============	0/0	100.00	98.75	argannot	NC_010410:882015-882977	(Bla)Zn-dependent_hydrolase	
../data/raw/genomes/GCF_022469075.1_ASM2246907v1_genomic.fna.gz	NZ_CP091357.1	3781744	3782895	-	(Bla)blaADC-73	1-1152/1152	===============	0/0	100.00	100.00	argannot	KP881233:1-1152	(Bla)blaADC-73	
../data/raw/genomes/GCF_022548575.1_ASM2254857v1_genomic.fna.gz	NZ_CP091358.1	190998	191786	+	(AGly)ant(3'')-IIa	1-789/789	===============	0/0	100.00	98.86	argannot	NG_054648:101-889	(AGly)ant(3'')-IIa	
../data/raw/genomes/GCF_022548575.1_ASM2254857v1_genomic.fna.gz	NZ_CP091358.1	273551	274373	-	(Bla)blaOXA-23	1-822/822	========/======	1/1	100.00	99.88	argannot	EF120622:1499-2320	(Bla)blaOXA-23	
../data/raw/genomes/GCF_022548575.1_ASM2254857v1_genomic.fna.gz	NZ_CP091358.1	288222	289037	+	(Sul)sul2	1-816/816	===============	0/0	100.00	100.00	argannot	EU360945:1617-2432	(Sul)sul2	
../data/raw/genomes/GCF_022548575.1_ASM2254857v1_genomic.fna.gz	NZ_CP091358.1	302203	303024	-	(Bla)blaOXA-23	1-822/822	===============	0/0	100.00	100.00	argannot	EF120622:1499-2320	(Bla)blaOXA-23	
../data/raw/genomes/GCF_022548575.1_ASM2254857v1_genomic.fna.gz	NZ_CP091358.1	306285	307484	-	(Tet)tetB	1-1200/1206	===============	0/0	99.50	99.75	argannot	AB089594:1-1206	(Tet)tetB	
../data/raw/genomes/GCF_022548575.1_ASM2254857v1_genomic.fna.gz	NZ_CP091358.1	921763	922725	+	(Bla)Zn-dependent_hydrolase	1-963/963	===============	0/0	100.00	98.75	argannot	NC_010410:882015-882977	(Bla)Zn-dependent_hydrolase	
../data/raw/genomes/GCF_022548575.1_ASM2254857v1_genomic.fna.gz	NZ_CP091358.1	1233592	1234743	-	(Bla)blaADC-30	1-1152/1152	===============	0/0	100.00	100.00	argannot	JF265068:955-2106	(Bla)blaADC-30	
../data/raw/genomes/GCF_022548575.1_ASM2254857v1_genomic.fna.gz	NZ_CP091358.1	1563010	1564275	-	(Bla)BlaA2	6-1274/1275	========/======	1/3	99.29	96.38	argannot	NC_010410:2507740-2509014	(Bla)BlaA2	
../data/raw/genomes/GCF_022548575.1_ASM2254857v1_genomic.fna.gz	NZ_CP091358.1	1879881	1880705	-	(Bla)blaOXA-66	1-825/825	===============	0/0	100.00	100.00	argannot	EF051061:485-1309	(Bla)blaOXA-66	
../data/raw/genomes/GCF_022548575.1_ASM2254857v1_genomic.fna.gz	NZ_CP091358.1	2104649	2105344	+	(Bla)Mbl	1-696/696	===============	0/0	100.00	98.56	argannot	NC_010410:c1997136-1996441	(Bla)Mbl	
../data/raw/genomes/GCF_022548575.1_ASM2254857v1_genomic.fna.gz	NZ_CP091358.1	2302017	2303034	+	(Bla)BlaA1	1-1018/1020	===============	0/0	99.80	91.94	argannot	NC_010410:1803480-1804499	(Bla)BlaA1	
../data/raw/genomes/GCF_022548575.1_ASM2254857v1_genomic.fna.gz	NZ_CP091358.1	2761815	2762699	-	(MLS)mph(E)	1-885/885	===============	0/0	100.00	99.89	argannot	JF769133:8777-9661	(MLS)mph(E)	
../data/raw/genomes/GCF_022548575.1_ASM2254857v1_genomic.fna.gz	NZ_CP091358.1	2762755	2764230	-	(MLS)msr(E)	1-1476/1476	===============	0/0	100.00	100.00	argannot	JF769133:7246-8721	(MLS)msr(E)	
../data/raw/genomes/GCF_022548575.1_ASM2254857v1_genomic.fna.gz	NZ_CP091358.1	2766529	2767302	-	(AGly)armA	1-774/774	===============	0/0	100.00	100.00	argannot	AY220558:1978-2751	(AGly)armA	
../data/raw/genomes/GCF_022548575.1_ASM2254857v1_genomic.fna.gz	NZ_CP091358.1	2770647	2771486	-	(Sul)sul1	1-840/840	===============	0/0	100.00	100.00	argannot	AF071413:6700-7539	(Sul)sul1	
../data/raw/genomes/GCF_022548575.1_ASM2254857v1_genomic.fna.gz	NZ_CP091358.1	2771991	2772792	-	(AGly)aadA1-pm	30-831/831	===============	0/0	96.51	99.75	argannot	JQ690540:7968-8798	(AGly)aadA1-pm	
../data/raw/genomes/GCF_022548575.1_ASM2254857v1_genomic.fna.gz	NZ_CP091358.1	2772840	2773472	-	(Phe)catB8	1-633/633	===============	0/0	100.00	100.00	argannot	AF227506:253-885	(Phe)catB8	
../data/raw/genomes/GCF_022548575.1_ASM2254857v1_genomic.fna.gz	NZ_CP091358.1	2775966	2776781	-	(AGly)aph(3'')-Ia	1-816/816	===============	0/0	100.00	99.88	argannot	FJ172370:38668-39483	(AGly)aph(3'')-Ia	
../data/raw/genomes/GCF_022548575.1_ASM2254857v1_genomic.fna.gz	NZ_CP091358.1	3846710	3847513	+	(AGly)strA	1-804/804	===============	0/0	100.00	100.00	argannot	AB366441:22458-23261	(AGly)strA	
../data/raw/genomes/GCF_022548575.1_ASM2254857v1_genomic.fna.gz	NZ_CP091358.1	3847513	3848349	+	(AGly)strB	1-837/837	===============	0/0	100.00	100.00	argannot	FJ474091:264-1100	(AGly)strB	
../data/raw/genomes/GCF_022548575.1_ASM2254857v1_genomic.fna.gz	NZ_CP091358.1	3850962	3851777	-	(Sul)sul2	1-816/816	===============	0/0	100.00	100.00	argannot	EU360945:1617-2432	(Sul)sul2	
../data/raw/genomes/GCF_022548575.1_ASM2254857v1_genomic.fna.gz	NZ_CP091358.1	3861880	3862332	+	(Rif)arr2	1-453/453	===============	0/0	100.00	100.00	argannot	JQ639792:1050-1502	(Rif)arr2	
../data/raw/genomes/GCF_022548575.1_ASM2254857v1_genomic.fna.gz	NZ_CP091358.1	3862653	3863912	+	(Phe)cmlA5	1-1260/1260	===============	0/0	100.00	100.00	argannot	HQ141279:907-2166	(Phe)cmlA5	
../data/raw/genomes/GCF_022548575.1_ASM2254857v1_genomic.fna.gz	NZ_CP091358.1	3864445	3865284	+	(Sul)sul1	1-840/840	===============	0/0	100.00	99.88	argannot	AF071413:6700-7539	(Sul)sul1	
../data/raw/genomes/GCF_022548575.1_ASM2254857v1_genomic.fna.gz	NZ_CP091358.1	3867555	3868481	+	(Bla)blaPER-7	1-927/927	===============	0/0	100.00	100.00	argannot	JQ639792:6580-7506	(Bla)blaPER-7	
../data/raw/genomes/GCF_022548575.1_ASM2254857v1_genomic.fna.gz	NZ_CP091358.1	3870396	3871235	+	(Sul)sul1	1-840/840	===============	0/0	100.00	100.00	argannot	AF071413:6700-7539	(Sul)sul1	
../data/raw/genomes/GCF_022548575.1_ASM2254857v1_genomic.fna.gz	NZ_CP091358.1	3875917	3876690	+	(AGly)armA	1-774/774	===============	0/0	100.00	100.00	argannot	AY220558:1978-2751	(AGly)armA	
../data/raw/genomes/GCF_022548575.1_ASM2254857v1_genomic.fna.gz	NZ_CP091358.1	3878989	3880464	+	(MLS)msr(E)	1-1476/1476	===============	0/0	100.00	100.00	argannot	JF769133:7246-8721	(MLS)msr(E)	
../data/raw/genomes/GCF_022548575.1_ASM2254857v1_genomic.fna.gz	NZ_CP091358.1	3880520	3881404	+	(MLS)mph(E)	1-885/885	===============	0/0	100.00	99.89	argannot	JF769133:8777-9661	(MLS)mph(E)	
../data/raw/genomes/GCF_022605145.1_ASM2260514v1_genomic.fna.gz	NZ_CP091173.1	157357	158144	+	(AGly)ant(3'')-IIa	2-789/789	===============	0/0	99.87	98.73	argannot	NG_054648:101-889	(AGly)ant(3'')-IIa	
../data/raw/genomes/GCF_022605145.1_ASM2260514v1_genomic.fna.gz	NZ_CP091173.1	1477969	1479242	-	(Bla)BlaA2	1-1274/1275	===============	0/0	99.92	96.31	argannot	NC_010410:2507740-2509014	(Bla)BlaA2	
../data/raw/genomes/GCF_022605145.1_ASM2260514v1_genomic.fna.gz	NZ_CP091173.1	1744286	1745110	-	(Bla)blaOXA-69	1-825/825	===============	0/0	100.00	99.39	argannot	AY750911:1-825	(Bla)blaOXA-69	
../data/raw/genomes/GCF_022605145.1_ASM2260514v1_genomic.fna.gz	NZ_CP091173.1	1932096	1932791	+	(Bla)Mbl	1-696/696	===============	0/0	100.00	95.55	argannot	NC_010410:c1997136-1996441	(Bla)Mbl	
../data/raw/genomes/GCF_022605145.1_ASM2260514v1_genomic.fna.gz	NZ_CP091173.1	2113548	2114565	+	(Bla)BlaA1	1-1018/1020	===============	0/0	99.80	91.16	argannot	NC_010410:1803480-1804499	(Bla)BlaA1	
../data/raw/genomes/GCF_022605145.1_ASM2260514v1_genomic.fna.gz	NZ_CP091173.1	2721211	2722362	+	(Bla)blaADC-2	1-1152/1152	===============	0/0	100.00	97.92	argannot	NG_048644:101-1252	(Bla)blaADC-2	
../data/raw/genomes/GCF_022605145.1_ASM2260514v1_genomic.fna.gz	NZ_CP091173.1	3023252	3024214	-	(Bla)Zn-dependent_hydrolase	1-963/963	===============	0/0	100.00	99.06	argannot	NC_010410:882015-882977	(Bla)Zn-dependent_hydrolase	
../data/raw/genomes/GCF_022759565.1_ASM2275956v1_genomic.fna.gz	NZ_CP094283.1	860160	861122	+	(Bla)Zn-dependent_hydrolase	1-963/963	===============	0/0	100.00	98.86	argannot	NC_010410:882015-882977	(Bla)Zn-dependent_hydrolase	
../data/raw/genomes/GCF_022759565.1_ASM2275956v1_genomic.fna.gz	NZ_CP094283.1	1162716	1163867	-	(Bla)blaADC-30	1-1152/1152	===============	0/0	100.00	100.00	argannot	JF265068:955-2106	(Bla)blaADC-30	
../data/raw/genomes/GCF_022759565.1_ASM2275956v1_genomic.fna.gz	NZ_CP094283.1	1399613	1400428	+	(AGly)aph(3'')-Ia	1-816/816	===============	0/0	100.00	99.88	argannot	FJ172370:38668-39483	(AGly)aph(3'')-Ia	
../data/raw/genomes/GCF_022759565.1_ASM2275956v1_genomic.fna.gz	NZ_CP094283.1	1402922	1403554	+	(Phe)catB8	1-633/633	===============	0/0	100.00	100.00	argannot	AF227506:253-885	(Phe)catB8	
../data/raw/genomes/GCF_022759565.1_ASM2275956v1_genomic.fna.gz	NZ_CP094283.1	1403602	1404403	+	(AGly)aadA1-pm	30-831/831	===============	0/0	96.51	99.88	argannot	JQ690540:7968-8798	(AGly)aadA1-pm	
../data/raw/genomes/GCF_022759565.1_ASM2275956v1_genomic.fna.gz	NZ_CP094283.1	1404908	1405747	+	(Sul)sul1	1-840/840	===============	0/0	100.00	100.00	argannot	AF071413:6700-7539	(Sul)sul1	
../data/raw/genomes/GCF_022759565.1_ASM2275956v1_genomic.fna.gz	NZ_CP094283.1	1409092	1409865	+	(AGly)armA	1-774/774	===============	0/0	100.00	100.00	argannot	AY220558:1978-2751	(AGly)armA	
../data/raw/genomes/GCF_022759565.1_ASM2275956v1_genomic.fna.gz	NZ_CP094283.1	1412164	1413639	+	(MLS)msr(E)	1-1476/1476	===============	0/0	100.00	100.00	argannot	JF769133:7246-8721	(MLS)msr(E)	
../data/raw/genomes/GCF_022759565.1_ASM2275956v1_genomic.fna.gz	NZ_CP094283.1	1413695	1414579	+	(MLS)mph(E)	1-885/885	===============	0/0	100.00	99.89	argannot	JF769133:8777-9661	(MLS)mph(E)	
../data/raw/genomes/GCF_022759565.1_ASM2275956v1_genomic.fna.gz	NZ_CP094283.1	1604555	1605379	-	(Bla)blaOXA-66	1-825/825	===============	0/0	100.00	100.00	argannot	EF051061:485-1309	(Bla)blaOXA-66	
../data/raw/genomes/GCF_022759565.1_ASM2275956v1_genomic.fna.gz	NZ_CP094283.1	1790835	1791530	+	(Bla)Mbl	1-696/696	===============	0/0	100.00	98.56	argannot	NC_010410:c1997136-1996441	(Bla)Mbl	
../data/raw/genomes/GCF_022759565.1_ASM2275956v1_genomic.fna.gz	NZ_CP094283.1	1990581	1991598	+	(Bla)BlaA1	1-1018/1020	===============	0/0	99.80	91.94	argannot	NC_010410:1803480-1804499	(Bla)BlaA1	
../data/raw/genomes/GCF_022759565.1_ASM2275956v1_genomic.fna.gz	NZ_CP094283.1	2546419	2547684	+	(Bla)BlaA2	6-1274/1275	========/======	1/3	99.29	96.38	argannot	NC_010410:2507740-2509014	(Bla)BlaA2	
../data/raw/genomes/GCF_022759565.1_ASM2275956v1_genomic.fna.gz	NZ_CP094283.1	2665619	2666479	-	(Bla)blaTEM-1D	1-861/861	===============	0/0	100.00	100.00	argannot	AF188200:215-1075	(Bla)blaTEM-1D	
../data/raw/genomes/GCF_022759565.1_ASM2275956v1_genomic.fna.gz	NZ_CP094283.1	2976902	2977723	-	(Bla)blaOXA-23	1-822/822	===============	0/0	100.00	100.00	argannot	EF120622:1499-2320	(Bla)blaOXA-23	
../data/raw/genomes/GCF_022759565.1_ASM2275956v1_genomic.fna.gz	NZ_CP094283.1	2984146	2984967	-	(Bla)blaOXA-23	1-822/822	===============	0/0	100.00	100.00	argannot	EF120622:1499-2320	(Bla)blaOXA-23	
../data/raw/genomes/GCF_022759565.1_ASM2275956v1_genomic.fna.gz	NZ_CP094283.1	3764246	3765049	+	(AGly)strA	1-804/804	===============	0/0	100.00	100.00	argannot	AB366441:22458-23261	(AGly)strA	
../data/raw/genomes/GCF_022759565.1_ASM2275956v1_genomic.fna.gz	NZ_CP094283.1	3765049	3765885	+	(AGly)strB	1-837/837	===============	0/0	100.00	100.00	argannot	FJ474091:264-1100	(AGly)strB	
../data/raw/genomes/GCF_022759565.1_ASM2275956v1_genomic.fna.gz	NZ_CP094283.1	3769258	3770457	+	(Tet)tetB	1-1200/1206	===============	0/0	99.50	99.75	argannot	AB089594:1-1206	(Tet)tetB	
../data/raw/genomes/GCF_022759565.1_ASM2275956v1_genomic.fna.gz	NZ_CP094283.1	3870659	3871447	-	(AGly)ant(3'')-IIa	1-789/789	===============	0/0	100.00	97.97	argannot	NG_054648:101-889	(AGly)ant(3'')-IIa	
../data/raw/genomes/GCF_022811905.1_ASM2281190v1_genomic.fna.gz	NZ_CP065051.1	149677	150465	+	(AGly)ant(3'')-IIa	1-789/789	===============	0/0	100.00	98.99	argannot	NG_054648:101-889	(AGly)ant(3'')-IIa	
../data/raw/genomes/GCF_022811905.1_ASM2281190v1_genomic.fna.gz	NZ_CP065051.1	1421637	1422906	-	(Bla)BlaA2	6-1275/1275	===============	0/0	99.61	97.32	argannot	NC_010410:2507740-2509014	(Bla)BlaA2	
../data/raw/genomes/GCF_022811905.1_ASM2281190v1_genomic.fna.gz	NZ_CP065051.1	1702236	1703060	-	(Bla)blaOXA-70	1-825/825	===============	0/0	100.00	99.88	argannot	AY750912:1-825	(Bla)blaOXA-70	
../data/raw/genomes/GCF_022811905.1_ASM2281190v1_genomic.fna.gz	NZ_CP065051.1	1887047	1887742	+	(Bla)Mbl	1-696/696	===============	0/0	100.00	97.13	argannot	NC_010410:c1997136-1996441	(Bla)Mbl	
../data/raw/genomes/GCF_022811905.1_ASM2281190v1_genomic.fna.gz	NZ_CP065051.1	2057499	2058516	+	(Bla)BlaA1	1-1018/1020	===============	0/0	99.80	91.45	argannot	NC_010410:1803480-1804499	(Bla)BlaA1	
../data/raw/genomes/GCF_022811905.1_ASM2281190v1_genomic.fna.gz	NZ_CP065051.1	2655998	2657158	+	(Bla)beta-lactamase_class-C	31-1191/1191	===============	0/0	97.48	98.11	argannot	NC_010410:1184557-1185747	(Bla)beta-lactamase_class-C	
../data/raw/genomes/GCF_022811905.1_ASM2281190v1_genomic.fna.gz	NZ_CP065051.1	2970733	2971695	-	(Bla)Zn-dependent_hydrolase	1-963/963	===============	0/0	100.00	98.75	argannot	NC_010410:882015-882977	(Bla)Zn-dependent_hydrolase	
../data/raw/genomes/GCF_022811905.1_ASM2281190v1_genomic.fna.gz	NZ_CP065052.1	10623	11192	+	(Tmt)dfrA19	1-570/570	===============	0/0	100.00	99.83	argannot	AJ310778:7004-7573	(Tmt)dfrA19	
